igntype=5
&atvlist
natv=300
targettemp=1000.0
flamedistance=4.00
/
248.33 269.31 247.77 267.37 389.36 390.7 
244.93 257.69 244.36 255.75 397.36 398.7 
241.52 246.07 240.95 244.13 405.36 406.7 
238.11 234.45 237.55 232.51 413.36 414.7 
273.01 423.92 272.44 421.98 293.44 294.78 
269.6 412.3 269.03 410.36 301.44 302.78 
266.19 400.68 265.63 398.74 309.44 310.78 
262.79 389.06 262.22 387.12 317.44 318.78 
259.38 377.44 258.81 375.5 325.44 326.78 
255.98 365.82 255.41 363.88 333.44 334.78 
252.57 354.2 252.0 352.26 341.44 342.78 
249.16 342.57 248.6 340.64 349.44 350.78 
245.76 330.95 245.19 329.02 357.44 358.78 
242.35 319.33 241.78 317.4 365.44 366.78 
238.95 307.71 238.38 305.78 373.44 374.78 
235.54 296.09 234.97 294.15 381.44 382.78 
232.13 284.47 231.57 282.53 389.44 390.78 
228.73 272.85 228.16 270.91 397.44 398.78 
225.32 261.23 224.75 259.29 405.44 406.78 
221.92 249.61 221.35 247.67 413.44 414.78 
218.51 237.99 217.94 236.05 421.44 422.78 
201.73 251.18 202.3 253.11 422.93 424.27 
205.14 262.8 205.71 264.73 430.93 432.27 
208.55 274.42 209.11 276.35 438.93 440.27 
211.95 286.04 212.52 287.98 446.93 448.27 
215.36 297.66 215.93 299.6 454.93 456.27 
218.76 309.28 219.33 311.22 462.93 464.27 
222.17 320.9 222.74 322.84 470.93 472.27 
225.58 332.52 226.14 334.46 478.93 480.27 
228.98 344.14 229.55 346.08 486.93 488.27 
232.39 355.76 232.96 357.7 494.93 496.27 
235.79 367.38 236.36 369.32 502.93 504.27 
239.2 379.0 239.77 380.94 510.93 512.27 
242.61 390.63 243.17 392.56 518.93 520.27 
246.01 402.25 246.58 404.18 526.93 528.27 
249.42 413.87 249.99 415.8 534.93 536.27 
252.82 425.49 253.39 427.42 542.93 544.27 
256.23 437.11 256.8 439.05 550.93 552.27 
259.64 448.73 260.2 450.67 558.93 560.27 
263.04 460.35 263.61 462.29 566.93 568.27 
184.9 264.16 185.47 266.1 434.69 436.03 
188.31 275.78 188.87 277.72 442.69 444.03 
191.71 287.4 192.28 289.34 450.69 452.03 
195.12 299.03 195.68 300.96 458.69 460.03 
198.52 310.65 199.09 312.58 466.69 468.03 
201.93 322.27 202.5 324.2 474.69 476.03 
205.33 333.89 205.9 335.82 482.69 484.03 
208.74 345.51 209.31 347.45 490.69 492.03 
212.15 357.13 212.71 359.07 498.69 500.03 
215.55 368.75 216.12 370.69 506.69 508.03 
218.96 380.37 219.53 382.31 514.69 516.03 
222.36 391.99 222.93 393.93 522.69 524.03 
225.77 403.61 226.34 405.55 530.69 532.03 
229.18 415.23 229.74 417.17 538.69 540.03 
232.58 426.85 233.15 428.79 546.69 548.03 
235.99 438.48 236.56 440.41 554.69 556.03 
239.39 450.1 239.96 452.03 562.69 564.03 
242.8 461.72 243.37 463.65 570.69 572.03 
246.21 473.34 246.77 475.27 578.69 580.03 
249.61 484.96 250.18 486.9 586.69 588.03 
253.02 496.58 253.59 498.52 594.69 596.03 
165.67 268.97 166.23 270.9 440.82 442.15 
169.07 280.59 169.64 282.53 448.82 450.15 
172.48 292.21 173.05 294.15 456.82 458.15 
175.88 303.83 176.45 305.77 464.82 466.15 
179.29 315.45 179.86 317.39 472.82 474.15 
182.7 327.07 183.26 329.01 480.82 482.15 
186.1 338.69 186.67 340.63 488.82 490.15 
189.51 350.31 190.08 352.25 496.82 498.15 
192.91 361.93 193.48 363.87 504.82 506.15 
196.32 373.56 196.89 375.49 512.82 514.15 
199.73 385.18 200.29 387.11 520.82 522.15 
203.13 396.8 203.7 398.73 528.82 530.15 
206.54 408.42 207.1 410.35 536.82 538.15 
209.94 420.04 210.51 421.98 544.82 546.15 
213.35 431.66 213.92 433.6 552.82 554.15 
216.76 443.28 217.32 445.22 560.82 562.15 
220.16 454.9 220.73 456.84 568.82 570.15 
223.57 466.52 224.13 468.46 576.82 578.15 
226.97 478.14 227.54 480.08 584.82 586.15 
230.38 489.76 230.95 491.7 592.82 594.15 
233.78 501.38 234.35 503.32 600.82 602.15 
237.19 513.0 237.76 514.94 608.82 610.15 
240.6 524.63 241.16 526.56 616.82 618.15 
244.0 536.25 244.57 538.18 624.82 626.15 
234.88 575.56 234.32 573.62 626.6 627.94 
231.48 563.94 230.91 562.0 634.6 635.94 
228.07 552.32 227.5 550.38 642.6 643.94 
224.67 540.7 224.1 538.76 650.6 651.94 
221.26 529.08 220.69 527.14 658.6 659.94 
217.85 517.46 217.29 515.52 666.6 667.94 
214.45 505.84 213.88 503.9 674.6 675.94 
211.04 494.21 210.47 492.28 682.6 683.94 
207.64 482.59 207.07 480.66 690.6 691.94 
204.23 470.97 203.66 469.04 698.6 699.94 
200.82 459.35 200.26 457.42 706.6 707.94 
197.42 447.73 196.85 445.79 714.6 715.94 
194.01 436.11 193.44 434.17 722.6 723.94 
190.61 424.49 190.04 422.55 730.6 731.94 
187.2 412.87 186.63 410.93 738.6 739.94 
183.79 401.25 183.23 399.31 746.6 747.94 
180.39 389.63 179.82 387.69 754.6 755.94 
176.98 378.01 176.41 376.07 762.6 763.94 
173.58 366.39 173.01 364.45 770.6 771.94 
170.17 354.77 169.6 352.83 778.6 779.94 
166.76 343.14 166.2 341.21 786.6 787.94 
163.36 331.52 162.79 329.59 794.6 795.94 
159.95 319.9 159.39 317.97 802.6 803.94 
156.55 308.28 155.98 306.35 810.6 811.94 
153.14 296.66 152.57 294.72 818.6 819.94 
149.73 285.04 149.17 283.1 826.6 827.94 
205.05 544.2 204.48 542.26 658.71 660.04 
201.64 532.58 201.08 530.64 666.71 668.04 
198.24 520.96 197.67 519.02 674.71 676.04 
194.83 509.34 194.27 507.4 682.71 684.04 
191.43 497.72 190.86 495.78 690.71 692.04 
188.02 486.1 187.45 484.16 698.71 700.04 
184.62 474.48 184.05 472.54 706.71 708.04 
181.21 462.86 180.64 460.92 714.71 716.04 
177.8 451.23 177.24 449.3 722.71 724.04 
174.4 439.61 173.83 437.68 730.71 732.04 
170.99 427.99 170.42 426.06 738.71 740.04 
167.59 416.37 167.02 414.44 746.71 748.04 
164.18 404.75 163.61 402.81 754.71 756.04 
160.77 393.13 160.21 391.19 762.71 764.04 
157.37 381.51 156.8 379.57 770.71 772.04 
153.96 369.89 153.39 367.95 778.71 780.04 
150.56 358.27 149.99 356.33 786.71 788.04 
147.15 346.65 146.58 344.71 794.71 796.04 
143.74 335.03 143.18 333.09 802.71 804.04 
140.34 323.41 139.77 321.47 810.71 812.04 
136.93 311.78 136.36 309.85 818.71 820.04 
133.53 300.16 132.96 298.23 826.71 828.04 
176.45 517.05 175.89 515.12 687.91 689.25 
173.05 505.43 172.48 503.5 695.91 697.25 
169.64 493.81 169.07 491.88 703.91 705.25 
166.24 482.19 165.67 480.26 711.91 713.25 
162.83 470.57 162.26 468.63 719.91 721.25 
159.42 458.95 158.86 457.01 727.91 729.25 
156.02 447.33 155.45 445.39 735.91 737.25 
152.61 435.71 152.04 433.77 743.91 745.25 
149.21 424.09 148.64 422.15 751.91 753.25 
145.8 412.47 145.23 410.53 759.91 761.25 
142.39 400.85 141.83 398.91 767.91 769.25 
138.99 389.23 138.42 387.29 775.91 777.25 
135.58 377.6 135.01 375.67 783.91 785.25 
132.18 365.98 131.61 364.05 791.91 793.25 
128.77 354.36 128.2 352.43 799.91 801.25 
125.36 342.74 124.8 340.81 807.91 809.25 
121.96 331.12 121.39 329.18 815.91 817.25 
118.55 319.5 117.98 317.56 823.91 825.25 
115.15 307.88 114.58 305.94 831.91 833.25 
93.6 304.8 94.17 306.74 838.71 840.04 
97.01 316.42 97.58 318.36 846.71 848.04 
100.41 328.05 100.98 329.98 854.71 856.04 
103.82 339.67 104.39 341.6 862.71 864.04 
107.23 351.29 107.79 353.22 870.71 872.04 
110.63 362.91 111.2 364.84 878.71 880.04 
114.04 374.53 114.61 376.47 886.71 888.04 
117.44 386.15 118.01 388.09 894.71 896.04 
120.85 397.77 121.42 399.71 902.71 904.04 
124.26 409.39 124.82 411.33 910.71 912.04 
127.66 421.01 128.23 422.95 918.71 920.04 
131.07 432.63 131.64 434.57 926.71 928.04 
134.47 444.25 135.04 446.19 934.71 936.04 
137.88 455.87 138.45 457.81 942.71 944.04 
141.29 467.49 141.85 469.43 950.71 952.04 
144.69 479.12 145.26 481.05 958.71 960.04 
75.92 314.91 76.49 316.85 848.48 849.82 
79.33 326.53 79.9 328.47 856.48 857.82 
82.73 338.15 83.3 340.09 864.48 865.82 
86.14 349.77 86.71 351.71 872.48 873.82 
89.55 361.39 90.11 363.33 880.48 881.82 
92.95 373.01 93.52 374.95 888.48 889.82 
96.36 384.63 96.93 386.57 896.48 897.82 
99.76 396.25 100.33 398.19 904.48 905.82 
103.17 407.87 103.74 409.81 912.48 913.82 
106.58 419.5 107.14 421.43 920.48 921.82 
109.98 431.12 110.55 433.05 928.48 929.82 
113.39 442.74 113.96 444.67 936.48 937.82 
116.79 454.36 117.36 456.29 944.48 945.82 
63.28 342.2 63.85 344.13 870.08 871.42 
66.68 353.82 67.25 355.75 878.08 879.42 
70.09 365.44 70.66 367.37 886.08 887.42 
73.5 377.06 74.06 378.99 894.08 895.42 
76.9 388.68 77.47 390.62 902.08 903.42 
80.31 400.3 80.88 402.24 910.08 911.42 
83.71 411.92 84.28 413.86 918.08 919.42 
87.12 423.54 87.69 425.48 926.08 927.42 
90.53 435.16 91.09 437.1 934.08 935.42 
66.0 421.89 65.43 419.96 967.6 968.93 
62.59 410.27 62.02 408.34 975.6 976.93 
59.18 398.65 58.62 396.71 983.6 984.93 
55.78 387.03 55.21 385.09 991.6 992.93 
