,SPCD,DIA_cm,HT_m,STATUSCD,CBH_m,CROWN_RADIUS_m,X_m,Y_m
6029,108,61.976,18.8976,1,8.503919999999999,2.15039205628584,-2048810.0252350967,2089136.142170192
6030,108,64.51599999999999,28.956000000000003,1,17.373600000000003,2.3963313237202906,-2048827.9808486623,2089123.99444858
6031,108,18.288,8.2296,1,1.6459199999999994,1.3621251734831126,-2048829.3306133489,2089086.601102988
6032,108,13.462,6.7056,1,2.68224,0.8324098282396799,-2048840.392346232,2089131.6803139783
6033,108,13.462,6.7056,1,2.68224,0.8324098282396799,-2048847.329166795,2089106.2549490177
6034,108,49.022000000000006,24.0792,1,9.63168,2.989108019587941,-2048844.2776858928,2089112.1294972152
6035,20,21.082,13.4112,1,6.7056,0.7424173795637158,-2048805.204862364,2089114.327061964
6036,20,21.082,13.4112,1,6.7056,0.7424173795637158,-2048796.097038239,2089126.42327305
6037,20,15.748,5.7912,1,3.47472,0.2564714583947381,-2048814.564909295,2089087.4391386472
6038,20,15.748,5.7912,1,3.47472,0.2564714583947381,-2048790.391556817,2089107.1611033408
6039,20,14.223999999999998,7.62,1,1.524,0.6749248905124688,-2048790.4261161443,2089113.637231768
6040,20,14.223999999999998,7.62,1,1.524,0.6749248905124688,-2048828.665517428,2089127.248506209
6041,20,70.104,26.2128,1,7.863840000000003,2.031523920442531,-2048816.4880562967,2089104.0951227967
6042,108,13.462,6.096,1,2.7432,0.6936748568664,-2048835.3233639607,2089090.311563116
6043,108,23.114,8.2296,1,3.29184,1.0215938801123343,-2048825.8373963695,2089094.017134503
6044,108,23.114,8.2296,1,3.29184,1.0215938801123343,-2048817.3984139569,2089127.7053043672
6045,20,79.756,37.1856,1,22.31136,1.646816732850424,-2048808.5241713035,2089110.4871373647
6046,20,65.532,28.041600000000003,2,,,-2048823.136776582,2089138.8027475467
6047,20,60.96,32.004000000000005,2,,,-2048819.6251411356,2089130.8997423656
6048,20,32.512,14.630400000000002,1,6.583679999999999,0.8909008554764591,-2048822.760337196,2089103.297550426
6049,20,32.512,14.630400000000002,1,6.583679999999999,0.8909008554764591,-2048807.1025837609,2089097.6304932465
6050,20,21.844,12.192,1,4.8768,0.8099098686149626,-2048816.6098211403,2089085.310105358
6051,20,21.844,12.192,1,4.8768,0.8099098686149626,-2048835.4390996564,2089125.048224597
6052,20,13.462,6.096,2,,,-2048815.861742121,2089083.5478567053
6053,20,23.622000000000003,10.9728,2,,,-2048827.4420904247,2089101.2495927229
6054,20,23.622000000000003,10.9728,2,,,-2048814.9151818,2089136.4872721464
6055,20,55.372,24.6888,1,12.3444,1.3667229032877497,-2048807.6025160968,2089116.8259291237
6056,20,34.29,17.0688,1,8.5344,0.9448948467174564,-2048797.781532885,2089125.0199469284
6057,20,34.29,17.0688,1,8.5344,0.9448948467174564,-2048841.9464288352,2089119.4432015817
6058,108,5.3340000000000005,5.1816,2,4.9225200000000005,0.0536021480305854,-2048814.04229126,2089096.8036356869
6059,108,5.3340000000000005,5.1816,2,4.9225200000000005,0.0536021480305854,-2048813.46557357,2089101.217941565
6060,108,5.3340000000000005,5.1816,2,4.9225200000000005,0.0536021480305854,-2048824.9812838235,2089098.7373437677
6061,108,5.3340000000000005,5.1816,2,4.9225200000000005,0.0536021480305854,-2048791.5589272596,2089102.8735736257
6062,108,5.3340000000000005,5.1816,2,4.9225200000000005,0.0536021480305854,-2048805.5198783125,2089126.7150240752
6063,108,5.3340000000000005,5.1816,2,4.9225200000000005,0.0536021480305854,-2048800.2777262612,2089095.2034796465
6064,108,5.3340000000000005,5.1816,2,4.9225200000000005,0.0536021480305854,-2048814.442011661,2089134.105533104
6065,108,5.3340000000000005,5.1816,2,4.9225200000000005,0.0536021480305854,-2048805.974177671,2089086.4390196053
6066,108,5.3340000000000005,5.1816,2,4.9225200000000005,0.0536021480305854,-2048833.1472656173,2089121.0836045016
6067,108,5.3340000000000005,5.1816,2,4.9225200000000005,0.0536021480305854,-2048817.8310361733,2089124.9216047
6068,108,5.3340000000000005,5.1816,2,4.9225200000000005,0.0536021480305854,-2048839.524482504,2089128.3416427944
6069,108,5.3340000000000005,5.1816,2,4.9225200000000005,0.0536021480305854,-2048808.7351990533,2089082.8931955004
6070,108,5.3340000000000005,5.1816,2,4.9225200000000005,0.0536021480305854,-2048846.6316844784,2089118.3428825696
6071,108,5.3340000000000005,5.1816,2,4.9225200000000005,0.0536021480305854,-2048793.276458485,2089105.4405456628
6072,108,5.3340000000000005,5.1816,2,4.9225200000000005,0.0536021480305854,-2048845.818339215,2089123.4741627176
6073,108,5.3340000000000005,5.1816,2,4.9225200000000005,0.0536021480305854,-2048838.6291967756,2089089.432674646
6074,20,4.064,2.1336,1,0.5333999999999999,0.177167783759523,-2048803.107251519,2089097.475054584
6075,20,4.064,2.1336,1,0.5333999999999999,0.177167783759523,-2048829.262480136,2089125.9814690496
6076,20,4.064,2.1336,1,0.5333999999999999,0.177167783759523,-2048848.0256006515,2089100.29820993
6077,20,4.064,2.1336,1,0.5333999999999999,0.177167783759523,-2048820.033587898,2089133.5818257008
6078,20,4.064,2.1336,1,0.5333999999999999,0.177167783759523,-2048841.222142192,2089110.0500370143
6079,20,4.064,2.1336,1,0.5333999999999999,0.177167783759523,-2048824.060287832,2089102.3286736489
6080,20,4.064,2.1336,1,0.5333999999999999,0.177167783759523,-2048807.2909646176,2089091.4402642057
6081,20,4.064,2.1336,1,0.5333999999999999,0.177167783759523,-2048840.2649443008,2089126.8838441493
6082,20,4.064,2.1336,1,0.5333999999999999,0.177167783759523,-2048790.3892516897,2089106.1900561615
6083,20,4.064,2.1336,1,0.5333999999999999,0.177167783759523,-2048817.831675004,2089122.9933844327
6084,20,4.064,2.1336,1,0.5333999999999999,0.177167783759523,-2048829.98722256,2089137.1433261365
6085,20,4.064,2.1336,1,0.5333999999999999,0.177167783759523,-2048829.3044998504,2089086.9200865335
6086,20,4.064,2.1336,1,0.5333999999999999,0.177167783759523,-2048839.1684778,2089089.5997048009
6087,20,4.064,2.1336,1,0.5333999999999999,0.177167783759523,-2048845.5990408307,2089114.1279213317
6088,20,4.064,2.1336,1,0.5333999999999999,0.177167783759523,-2048839.663869429,2089093.077326472
6089,20,4.064,2.1336,1,0.5333999999999999,0.177167783759523,-2048815.3740728127,2089130.939241971
6090,20,4.318,2.7432000000000003,1,1.50876,0.1366722903287749,-2048794.0673567168,2089096.4186611772
6091,20,4.318,2.7432000000000003,1,1.50876,0.1366722903287749,-2048803.39175578,2089102.2307841107
6092,20,4.318,2.7432000000000003,1,1.50876,0.1366722903287749,-2048813.3730077893,2089127.3826180955
6093,20,4.318,2.7432000000000003,1,1.50876,0.1366722903287749,-2048830.7973326216,2089109.032562128
6094,20,4.318,2.7432000000000003,1,1.50876,0.1366722903287749,-2048835.5167007628,2089119.2052231997
6095,20,4.318,2.7432000000000003,1,1.50876,0.1366722903287749,-2048825.1842229103,2089082.717977041
6096,20,4.318,2.7432000000000003,1,1.50876,0.1366722903287749,-2048841.109637696,2089107.0624132373
6097,20,4.318,2.7432000000000003,1,1.50876,0.1366722903287749,-2048810.3810946068,2089115.6425771916
6098,20,4.318,2.7432000000000003,1,1.50876,0.1366722903287749,-2048800.8342629245,2089115.93163648
6099,20,4.318,2.7432000000000003,1,1.50876,0.1366722903287749,-2048811.5099951013,2089125.341875585
6100,20,4.318,2.7432000000000003,1,1.50876,0.1366722903287749,-2048828.452177508,2089092.772354532
6101,20,4.318,2.7432000000000003,1,1.50876,0.1366722903287749,-2048808.0702725628,2089095.3658352655
6102,20,4.318,2.7432000000000003,1,1.50876,0.1366722903287749,-2048799.4573470445,2089121.9967652196
6103,20,4.318,2.7432000000000003,1,1.50876,0.1366722903287749,-2048822.895730687,2089116.826854964
6104,20,4.318,2.7432000000000003,1,1.50876,0.1366722903287749,-2048837.8839097675,2089101.2291989063
6105,20,4.318,2.7432000000000003,1,1.50876,0.1366722903287749,-2048813.2138017323,2089089.4303348116
6106,15,27.178,14.3256,1,3.5814000000000004,1.1895551195282266,-2048834.3213447768,2089113.3230701785
6107,15,27.178,14.3256,1,3.5814000000000004,1.1895551195282266,-2048815.1029443007,2089106.631464537
6108,108,24.13,13.716,1,6.8580000000000005,1.4188803890449089,-2048844.1399187432,2089098.0180965003
6109,108,17.526,13.716,1,6.1722,1.5607684279494,-2048811.8983310915,2089129.00948552
6110,108,17.526,13.716,1,6.1722,1.5607684279494,-2048820.183819072,2089121.8591298263
6111,108,12.954,12.192,1,7.9248,0.8828589087390544,-2048801.2294616424,2089126.3687298489
6112,108,19.558,12.4968,1,8.12292,0.9049303814575308,-2048840.7123757568,2089123.3043730592
6113,108,19.558,12.4968,1,8.12292,0.9049303814575308,-2048812.9855812325,2089120.2912358688
6114,108,20.32,13.4112,1,7.37616,1.2486147423595195,-2048816.474172246,2089122.4395679971
6115,108,20.574,13.716,1,6.8580000000000005,1.4188803890449089,-2048839.792359374,2089119.9441385623
6116,108,14.478000000000002,8.2296,1,3.29184,1.0215938801123343,-2048841.7993421708,2089099.9451528008
6117,15,70.61200000000001,27.432,1,12.3444,1.6704391040183606,-2048835.995205612,2089100.0039881077
6118,15,68.834,26.8224,1,9.38784,1.930285186865661,-2048807.977575857,2089110.0354361688
6119,108,39.878,16.764,1,7.543799999999999,1.9076058563826,-2048806.0499551345,2089122.372093137
6120,20,25.4,12.192,1,8.5344,0.4049549343074813,-2048815.8821924932,2089096.3654845608
6121,20,25.4,12.192,1,8.5344,0.4049549343074813,-2048801.8750971651,2089132.7520565533
6122,108,29.972,23.1648,1,6.949439999999999,3.3548638532084065,-2048826.0389167392,2089103.0435471172
6123,108,29.972,23.1648,1,6.949439999999999,3.3548638532084065,-2048833.285641883,2089101.7419883492
6124,20,37.338,16.154400000000003,1,4.038600000000001,1.341413219893532,-2048844.003979316,2089107.134070369
6125,15,16.256,9.4488,1,5.19684,0.4707601111324471,-2048791.773377453,2089114.7867335
6126,15,16.256,9.4488,1,5.19684,0.4707601111324471,-2048818.6866753676,2089085.7919026029
6127,20,15.494,7.315200000000001,1,3.29184,0.4454504277382295,-2048843.6145205232,2089123.4657327416
6128,20,26.416,15.5448,1,3.10896,1.3768467766454364,-2048801.792129613,2089090.5809634668
6129,15,19.304,11.5824,1,2.8956,0.961767968980268,-2048810.2854117425,2089094.1803073725
6130,108,64.262,21.6408,1,1.0820400000000028,4.253488099603516,-2048820.777740967,2089136.046112902
6131,108,61.976,31.6992,1,19.01952,2.623352185967476,-2048798.9605665463,2089101.502266119
6132,20,32.004,18.288,1,7.315200000000001,1.2148648029224438,-2048798.008603351,2089102.1860312757
6133,20,21.336,10.668,1,6.4008,0.4724474233587283,-2048788.3296498405,2089080.3974672444
6134,20,21.336,10.668,1,6.4008,0.4724474233587283,-2048811.5061246613,2089128.209016022
6135,20,37.084,20.7264,1,6.217920000000001,1.606321239419676,-2048790.64472652,2089130.2799014333
6136,20,37.084,20.7264,1,6.217920000000001,1.606321239419676,-2048775.612729264,2089086.4494319332
6137,20,15.494,7.62,1,4.572,0.3374624452562344,-2048780.9449925935,2089088.6591776488
6138,20,15.494,7.62,1,4.572,0.3374624452562344,-2048799.7935066733,2089124.6791062795
6139,108,64.262,32.308800000000005,1,22.616160000000004,2.005350949850138,-2048804.137926828,2089106.6105774825
6140,119,15.494,10.668,2,,,-2048783.3941768853,2089119.0802103488
6141,119,15.494,10.668,2,,,-2048793.1109972491,2089080.304381773
6142,108,58.166,27.1272,1,6.7818000000000005,4.209345154166563,-2048793.2901585305,2089085.5226997628
6143,108,58.166,27.1272,1,6.7818000000000005,4.209345154166563,-2048813.9030364575,2089107.6938026964
6144,108,80.772,24.0792,2,,,-2048796.9020600088,2089137.8949671995
6145,108,61.976,18.8976,1,8.503919999999999,2.15039205628584,-2048763.954496001,2089100.707151645
6146,108,18.288,8.2296,1,1.6459199999999994,1.3621251734831126,-2048787.4327209403,2089127.573923343
6147,108,18.288,8.2296,1,1.6459199999999994,1.3621251734831126,-2048797.882510111,2089101.3890337567
6148,108,13.462,6.7056,1,2.68224,0.8324098282396799,-2048797.0236157416,2089130.9563449584
6149,108,49.022000000000006,24.0792,1,9.63168,2.989108019587941,-2048781.749390492,2089110.0514685032
6150,108,49.022000000000006,24.0792,1,9.63168,2.989108019587941,-2048799.4563809056,2089086.25322182
6151,20,21.082,13.4112,1,6.7056,0.7424173795637158,-2048789.4953387536,2089088.8915216888
6152,20,21.082,13.4112,1,6.7056,0.7424173795637158,-2048772.3148600392,2089128.236046552
6153,20,15.748,5.7912,1,3.47472,0.2564714583947381,-2048815.590786156,2089099.5535331457
6154,20,15.748,5.7912,1,3.47472,0.2564714583947381,-2048793.5438476813,2089085.3166503944
6155,20,14.223999999999998,7.62,1,1.524,0.6749248905124688,-2048807.1093087369,2089108.678695149
6156,20,14.223999999999998,7.62,1,1.524,0.6749248905124688,-2048785.6188171664,2089094.497456412
6157,20,70.104,26.2128,1,7.863840000000003,2.031523920442531,-2048768.8882715383,2089110.1890606035
6158,108,13.462,6.096,1,2.7432,0.6936748568664,-2048782.2190361908,2089129.36497796
6159,108,23.114,8.2296,1,3.29184,1.0215938801123343,-2048769.0666070136,2089124.697732865
6160,108,23.114,8.2296,1,3.29184,1.0215938801123343,-2048798.1657654536,2089134.3749065653
6161,20,66.548,28.041600000000003,1,16.82496,1.2418617985429428,-2048779.262473718,2089095.4053739817
6162,20,60.96,32.004000000000005,2,,,-2048797.5568389476,2089120.9814858232
6163,20,32.512,14.630400000000002,1,6.583679999999999,0.8909008554764591,-2048790.9468997712,2089107.558973102
6164,20,32.512,14.630400000000002,1,6.583679999999999,0.8909008554764591,-2048800.8717002063,2089088.927831339
6165,20,21.844,12.192,1,4.8768,0.8099098686149626,-2048792.297724045,2089138.7353179185
6166,20,21.844,12.192,1,4.8768,0.8099098686149626,-2048790.8947146616,2089088.995514248
6167,20,13.462,6.096,2,,,-2048796.1774080093,2089117.732486643
6168,20,23.622000000000003,10.9728,2,,,-2048815.3061921932,2089094.5324136715
6169,20,23.622000000000003,10.9728,2,,,-2048778.524462988,2089089.0601665413
6170,20,55.372,24.6888,1,12.3444,1.3667229032877497,-2048802.6968693396,2089136.3542118643
6171,20,55.372,24.6888,1,12.3444,1.3667229032877497,-2048781.82940146,2089094.0440533443
6172,20,34.29,17.0688,1,8.5344,0.9448948467174564,-2048792.7307148236,2089132.1817502545
6173,20,34.29,17.0688,1,8.5344,0.9448948467174564,-2048810.367995152,2089091.292961054
6174,108,5.3340000000000005,5.1816,2,4.9225200000000005,0.0536021480305854,-2048797.7046249304,2089112.2847682496
6175,108,5.3340000000000005,5.1816,2,4.9225200000000005,0.0536021480305854,-2048790.5286487103,2089111.8361837864
6176,108,5.3340000000000005,5.1816,2,4.9225200000000005,0.0536021480305854,-2048817.1495927176,2089121.7017386665
6177,108,5.3340000000000005,5.1816,2,4.9225200000000005,0.0536021480305854,-2048807.0240669544,2089091.761857884
6178,108,5.3340000000000005,5.1816,2,4.9225200000000005,0.0536021480305854,-2048787.7579255532,2089127.4565481185
6179,108,5.3340000000000005,5.1816,2,4.9225200000000005,0.0536021480305854,-2048783.496748563,2089108.649409013
6180,108,5.3340000000000005,5.1816,2,4.9225200000000005,0.0536021480305854,-2048766.0160119336,2089115.4047258869
6181,108,5.3340000000000005,5.1816,2,4.9225200000000005,0.0536021480305854,-2048793.133277452,2089101.2128632
6182,108,5.3340000000000005,5.1816,2,4.9225200000000005,0.0536021480305854,-2048813.239387216,2089103.0905685043
6183,108,5.3340000000000005,5.1816,2,4.9225200000000005,0.0536021480305854,-2048764.8095330824,2089122.019359112
6184,108,5.3340000000000005,5.1816,2,4.9225200000000005,0.0536021480305854,-2048799.1484284883,2089136.7629221063
6185,108,5.3340000000000005,5.1816,2,4.9225200000000005,0.0536021480305854,-2048788.556469808,2089082.959928364
6186,108,5.3340000000000005,5.1816,2,4.9225200000000005,0.0536021480305854,-2048796.4401779529,2089122.900582996
6187,108,5.3340000000000005,5.1816,2,4.9225200000000005,0.0536021480305854,-2048813.366087993,2089100.347196946
6188,108,5.3340000000000005,5.1816,2,4.9225200000000005,0.0536021480305854,-2048784.0891315364,2089123.995042257
6189,108,5.3340000000000005,5.1816,2,4.9225200000000005,0.0536021480305854,-2048797.395822543,2089085.436890917
6190,20,4.064,2.1336,1,0.5333999999999999,0.177167783759523,-2048790.444286075,2089122.2177749893
6191,20,4.064,2.1336,1,0.5333999999999999,0.177167783759523,-2048794.053812142,2089123.1404316984
6192,20,4.064,2.1336,1,0.5333999999999999,0.177167783759523,-2048798.4098360164,2089108.1948821635
6193,20,4.064,2.1336,1,0.5333999999999999,0.177167783759523,-2048778.8845974405,2089127.8854821743
6194,20,4.064,2.1336,1,0.5333999999999999,0.177167783759523,-2048809.9720274133,2089107.3916492988
6195,20,4.064,2.1336,1,0.5333999999999999,0.177167783759523,-2048780.722774661,2089104.9297936745
6196,20,4.064,2.1336,1,0.5333999999999999,0.177167783759523,-2048808.880702256,2089121.235746256
6197,20,4.064,2.1336,1,0.5333999999999999,0.177167783759523,-2048800.5613705048,2089088.581253236
6198,20,4.064,2.1336,1,0.5333999999999999,0.177167783759523,-2048765.427630151,2089114.3099199536
6199,20,4.064,2.1336,1,0.5333999999999999,0.177167783759523,-2048776.8242609203,2089088.3432713512
6200,20,4.064,2.1336,1,0.5333999999999999,0.177167783759523,-2048778.9730927404,2089095.4663203876
6201,20,4.064,2.1336,1,0.5333999999999999,0.177167783759523,-2048789.408446525,2089130.164268545
6202,20,4.064,2.1336,1,0.5333999999999999,0.177167783759523,-2048803.1493394268,2089126.4002820416
6203,20,4.064,2.1336,1,0.5333999999999999,0.177167783759523,-2048762.0533900128,2089105.6387894212
6204,20,4.064,2.1336,1,0.5333999999999999,0.177167783759523,-2048772.5429769396,2089110.492077676
6205,20,4.064,2.1336,1,0.5333999999999999,0.177167783759523,-2048775.583493936,2089110.0009008967
6206,20,4.318,2.7432000000000003,1,1.50876,0.1366722903287749,-2048802.4254208696,2089083.6639331244
6207,20,4.318,2.7432000000000003,1,1.50876,0.1366722903287749,-2048793.7773715756,2089094.7690785604
6208,20,4.318,2.7432000000000003,1,1.50876,0.1366722903287749,-2048782.791967846,2089082.284964803
6209,20,4.318,2.7432000000000003,1,1.50876,0.1366722903287749,-2048781.2146676749,2089136.494448668
6210,20,4.318,2.7432000000000003,1,1.50876,0.1366722903287749,-2048806.259126092,2089129.352411944
6211,20,4.318,2.7432000000000003,1,1.50876,0.1366722903287749,-2048761.818234603,2089111.722921626
6212,20,4.318,2.7432000000000003,1,1.50876,0.1366722903287749,-2048787.5867694528,2089126.7541777529
6213,20,4.318,2.7432000000000003,1,1.50876,0.1366722903287749,-2048816.217039943,2089112.917634199
6214,20,4.318,2.7432000000000003,1,1.50876,0.1366722903287749,-2048785.681472042,2089118.7603605264
6215,20,4.318,2.7432000000000003,1,1.50876,0.1366722903287749,-2048801.3943430008,2089134.4122095965
6216,20,4.318,2.7432000000000003,1,1.50876,0.1366722903287749,-2048785.900063641,2089118.416878646
6217,20,4.318,2.7432000000000003,1,1.50876,0.1366722903287749,-2048785.27281958,2089084.4250330487
6218,20,4.318,2.7432000000000003,1,1.50876,0.1366722903287749,-2048795.5153861505,2089091.131062003
6219,20,4.318,2.7432000000000003,1,1.50876,0.1366722903287749,-2048781.253265796,2089102.986164864
6220,20,4.318,2.7432000000000003,1,1.50876,0.1366722903287749,-2048766.2581298817,2089109.0358988824
6221,20,4.318,2.7432000000000003,1,1.50876,0.1366722903287749,-2048799.217952018,2089132.740296204
6222,15,27.178,14.3256,1,3.5814000000000004,1.1895551195282266,-2048796.292614031,2089124.2046138116
6223,108,24.13,13.716,1,6.8580000000000005,1.4188803890449089,-2048771.8041222773,2089126.5272580648
6224,108,24.13,13.716,1,6.8580000000000005,1.4188803890449089,-2048771.3913839385,2089093.494485336
6225,108,17.526,13.716,1,6.1722,1.5607684279494,-2048766.8920957532,2089113.8038841768
6226,108,12.954,12.192,1,7.9248,0.8828589087390544,-2048813.0990068377,2089096.836581268
6227,108,12.954,12.192,1,7.9248,0.8828589087390544,-2048792.4423918023,2089109.3845674647
6228,108,19.558,12.4968,1,8.12292,0.9049303814575308,-2048796.161254816,2089128.448681618
6229,108,20.32,13.4112,1,7.37616,1.2486147423595195,-2048760.5502521372,2089112.3071172163
6230,108,20.32,13.4112,1,7.37616,1.2486147423595195,-2048784.3516154268,2089120.3973887053
6231,108,20.574,13.716,1,6.8580000000000005,1.4188803890449089,-2048780.783088246,2089082.4899539943
6232,108,20.574,13.716,1,6.8580000000000005,1.4188803890449089,-2048775.993787076,2089084.481145096
6233,108,14.478000000000002,8.2296,1,3.29184,1.0215938801123343,-2048764.5312648169,2089096.783370679
6234,108,14.478000000000002,8.2296,1,3.29184,1.0215938801123343,-2048787.142591142,2089093.7673839028
6235,15,70.61200000000001,27.432,1,12.3444,1.6704391040183606,-2048791.8512873235,2089118.8562601989
6236,108,39.878,16.764,1,7.543799999999999,1.9076058563826,-2048805.458803586,2089089.3944882252
6237,108,39.878,16.764,1,7.543799999999999,1.9076058563826,-2048794.6289607887,2089087.0050572783
6238,20,25.4,12.192,1,8.5344,0.4049549343074813,-2048797.0543614968,2089096.1128528204
6239,20,25.4,12.192,1,8.5344,0.4049549343074813,-2048769.0185025628,2089104.924267532
6240,108,29.972,23.1648,1,6.949439999999999,3.3548638532084065,-2048773.9305354245,2089109.5496428565
6241,108,29.972,23.1648,1,6.949439999999999,3.3548638532084065,-2048807.30126658,2089117.640241256
6242,20,37.338,16.154400000000003,1,4.038600000000001,1.341413219893532,-2048797.41098284,2089104.4185665476
6243,20,63.754000000000005,24.9936,1,13.74648,1.245236422995505,-2048797.3833795525,2089118.8265368391
6244,108,62.23,29.260800000000003,1,16.09344,2.7242503469662256,-2048789.014525527,2089133.5735917531
6245,108,69.342,28.956000000000003,1,14.478000000000002,2.9954141546503634,-2048798.7344240716,2089105.7475572235
6246,15,16.256,9.4488,1,5.19684,0.4707601111324471,-2048793.691001397,2089093.32203244
6247,15,16.256,9.4488,1,5.19684,0.4707601111324471,-2048808.135508248,2089093.9038320268
6248,20,15.494,7.315200000000001,1,3.29184,0.4454504277382295,-2048799.1523806776,2089110.3859493015
6249,20,15.494,7.315200000000001,1,3.29184,0.4454504277382295,-2048778.0614690585,2089126.5091424035
6250,20,26.416,15.5448,1,3.10896,1.3768467766454364,-2048773.3403815047,2089112.5649641904
6251,15,19.304,11.5824,1,2.8956,0.961767968980268,-2048814.5682990325,2089113.088737544
6252,108,64.262,21.6408,1,1.0820400000000028,4.253488099603516,-2048785.6462993391,2089102.7300473503
6253,108,61.976,31.6992,1,19.01952,2.623352185967476,-2048748.051964489,2089098.7361085252
6254,20,32.004,18.288,1,7.315200000000001,1.2148648029224438,-2048748.415336972,2089112.4267846984
6255,20,32.004,18.288,1,7.315200000000001,1.2148648029224438,-2048745.7399085995,2089102.5567290129
6256,20,21.336,10.668,1,6.4008,0.4724474233587283,-2048736.1397405989,2089116.9833731109
6257,20,37.084,20.7264,1,6.217920000000001,1.606321239419676,-2048749.096412393,2089129.5029557303
6258,20,37.084,20.7264,1,6.217920000000001,1.606321239419676,-2048737.6425085035,2089099.164718557
6259,20,15.494,7.62,1,4.572,0.3374624452562344,-2048720.37194642,2089087.9606819295
6260,20,15.494,7.62,1,4.572,0.3374624452562344,-2048751.674318508,2089118.8725029149
6261,108,64.262,32.308800000000005,1,22.616160000000004,2.005350949850138,-2048756.7061780049,2089122.466932178
6262,119,15.494,10.668,2,,,-2048752.884141354,2089122.0022948
6263,119,15.494,10.668,2,,,-2048712.2307964768,2089109.5996975596
6264,108,58.166,27.1272,1,6.7818000000000005,4.209345154166563,-2048736.1059565989,2089124.017524682
6265,108,58.166,27.1272,1,6.7818000000000005,4.209345154166563,-2048739.1046706075,2089136.1886293336
6266,108,63.246,32.308800000000005,1,21.000720000000005,2.3395761081584943,-2048706.8209253224,2089097.633414697
6267,108,61.976,18.8976,1,8.503919999999999,2.15039205628584,-2048744.1161793752,2089135.862065873
6268,108,64.51599999999999,28.956000000000003,1,17.373600000000003,2.3963313237202906,-2048717.4216107533,2089093.888903777
6269,108,18.288,8.2296,1,1.6459199999999994,1.3621251734831126,-2048712.255464224,2089125.5269208187
6270,108,13.462,6.7056,1,2.68224,0.8324098282396799,-2048712.5893892767,2089129.4776608576
6271,108,13.462,6.7056,1,2.68224,0.8324098282396799,-2048728.789558944,2089110.4682219964
6272,108,49.022000000000006,24.0792,1,9.63168,2.989108019587941,-2048719.936847248,2089090.9315354316
6273,108,49.022000000000006,24.0792,1,9.63168,2.989108019587941,-2048748.568552957,2089087.4486005749
6274,20,21.082,13.4112,1,6.7056,0.7424173795637158,-2048756.1185594187,2089107.404563276
6275,20,15.748,5.7912,1,3.47472,0.2564714583947381,-2048749.3591399172,2089120.249910282
6276,20,14.223999999999998,7.62,1,1.524,0.6749248905124688,-2048731.294629744,2089110.6559631843
6277,20,14.223999999999998,7.62,1,1.524,0.6749248905124688,-2048724.9985931315,2089101.104013972
6278,20,70.104,26.2128,1,7.863840000000003,2.031523920442531,-2048724.6376656631,2089093.744989917
6279,108,13.462,6.096,1,2.7432,0.6936748568664,-2048719.7760314096,2089098.801027355
6280,108,13.462,6.096,1,2.7432,0.6936748568664,-2048721.416202723,2089090.6987490293
6281,108,23.114,8.2296,1,3.29184,1.0215938801123343,-2048742.5340848905,2089119.753313788
6282,20,79.756,37.1856,1,22.31136,1.646816732850424,-2048731.935928817,2089132.8814885968
6283,20,65.532,28.041600000000003,2,,,-2048747.2325822976,2089092.3079299247
6284,20,66.548,28.041600000000003,1,16.82496,1.2418617985429428,-2048759.657675934,2089107.669937282
6285,20,60.96,32.004000000000005,2,,,-2048743.7043469427,2089104.0391713744
6286,20,32.512,14.630400000000002,1,6.583679999999999,0.8909008554764591,-2048712.4395789772,2089104.1313936263
6287,20,32.512,14.630400000000002,1,6.583679999999999,0.8909008554764591,-2048722.622880173,2089129.2891971876
6288,20,21.844,12.192,1,4.8768,0.8099098686149626,-2048742.660636755,2089127.661996648
6289,20,21.844,12.192,1,4.8768,0.8099098686149626,-2048733.6639151168,2089094.406913152
6290,20,13.462,6.096,2,,,-2048744.0100538456,2089135.156253392
6291,20,13.462,6.096,2,,,-2048710.2334236428,2089105.198106696
6292,20,23.622000000000003,10.9728,2,,,-2048732.2992608107,2089109.0579442084
6293,20,23.622000000000003,10.9728,2,,,-2048703.2816657508,2089106.5827951813
6294,20,55.372,24.6888,1,12.3444,1.3667229032877497,-2048745.122774379,2089113.177607964
6295,20,55.372,24.6888,1,12.3444,1.3667229032877497,-2048733.666763883,2089114.418536601
6296,20,34.29,17.0688,1,8.5344,0.9448948467174564,-2048735.5458969916,2089125.205793885
6297,20,34.29,17.0688,1,8.5344,0.9448948467174564,-2048721.0252805976,2089099.7925720224
6298,108,5.3340000000000005,5.1816,2,4.9225200000000005,0.0536021480305854,-2048724.583476523,2089100.7212783608
6299,108,5.3340000000000005,5.1816,2,4.9225200000000005,0.0536021480305854,-2048730.7486704728,2089091.8483209368
6300,108,5.3340000000000005,5.1816,2,4.9225200000000005,0.0536021480305854,-2048714.5557538068,2089132.462960463
6301,108,5.3340000000000005,5.1816,2,4.9225200000000005,0.0536021480305854,-2048739.5584499836,2089114.8870665852
6302,108,5.3340000000000005,5.1816,2,4.9225200000000005,0.0536021480305854,-2048721.2598330805,2089112.9704090692
6303,108,5.3340000000000005,5.1816,2,4.9225200000000005,0.0536021480305854,-2048709.024813447,2089108.4918622207
6304,108,5.3340000000000005,5.1816,2,4.9225200000000005,0.0536021480305854,-2048736.7139012795,2089129.9180565723
